year,fips,covid_cases
2022,48239,3331
2020,48241,1502
2021,48241,4252
2022,48241,6377
2020,48243,108
2021,48243,213
2022,48243,232
2020,48245,13455
2021,48245,33485
2022,48245,53054
2020,48247,323
2021,48247,954
2022,48247,2885
2020,48249,2751
2021,48249,7436
2022,48249,11880
2020,48251,10861
2021,48251,30603
2022,48251,45053
2020,48253,2341
2021,48253,3392
2022,48253,4736
2020,48255,1272
2021,48255,4321
2022,48255,6104
2020,48257,9166
2021,48257,25329
2022,48257,36818
2020,48259,1415
2021,48259,5439
2022,48259,8699
2020,48261,21
2021,48261,61
2022,48261,86
2020,48263,57
2021,48263,155
2022,48263,211
2020,48265,2302
2021,48265,7358
2022,48265,9991
2020,48267,205
2021,48267,459
2022,48267,744
2020,48269,6
2021,48269,27
2022,48269,52
2020,48271,143
2021,48271,529
2022,48271,761
2020,48273,1693
2021,48273,4446
2022,48273,7679
2020,48275,160
2021,48275,390
2022,48275,527
2020,48277,3967
2021,48277,9126
2022,48277,9815
2020,48279,1632
2021,48279,3150
2022,48279,4457
2020,48281,715
2021,48281,3685
2022,48281,5710
2020,48283,616
2021,48283,1457
2022,48283,2454
2020,48285,1684
2021,48285,3283
2022,48285,4378
2020,48287,920
2021,48287,3057
2022,48287,4394
2020,48289,739
2021,48289,2558
2022,48289,3793
2020,48291,4225
2021,48291,13606
2022,48291,18951
2020,48293,1237
2021,48293,3761
2022,48293,5235
2020,48295,215
2021,48295,496
2022,48295,729
2020,48297,809
2021,48297,1767
2022,48297,2192
2020,48299,647
2021,48299,2853
2022,48299,4139
2020,48301,1
2021,48301,22
2022,48301,229
2020,48303,41603
2021,48303,71439
2022,48303,95756
2020,48305,505
2021,48305,946
2022,48305,1568
2020,48307,437
2021,48307,980
2022,48307,1356
2020,48309,18559
2021,48309,44547
2022,48309,62780
2020,48311,63
2021,48311,119
2022,48311,171
2020,48313,1092
2021,48313,2613
2022,48313,3846
2020,48315,254
2021,48315,1227
2022,48315,1723
2020,48317,522
2021,48317,913
2022,48317,1236
2020,48319,257
2021,48319,589
2022,48319,807
2020,48321,1881
2021,48321,6310
2022,48321,8840
2020,48323,6393
2021,48323,13346
2022,48323,21256
2020,48325,2697
2021,48325,7209
2022,48325,10593
2020,48327,172
2021,48327,359
2022,48327,540
2020,48329,11195
2021,48329,27986
2022,48329,41656
2020,48331,1382
2021,48331,3892
2022,48331,5082
2020,48333,261
2021,48333,965
2022,48333,1480
2020,48335,474
2021,48335,1041
2022,48335,1894
2020,48337,1366
2021,48337,3288
2022,48337,4767
2020,48339,26379
2021,48339,95280
2022,48339,149936
2020,48341,2053
2021,48341,3803
2022,48341,5840
2020,48343,485
2021,48343,1775
2022,48343,2573
2020,48345,69
2021,48345,181
2022,48345,291
2020,48347,2989
2021,48347,8261
2022,48347,12737
2020,48349,3826
2021,48349,9247
2022,48349,12720
2020,48351,392
2021,48351,987
2022,48351,1438
2020,48353,1184
2021,48353,2561
2022,48353,3115
2020,48355,28186
2021,48355,63540
2022,48355,86964
2020,48357,888
2021,48357,1708
2022,48357,2460
2020,48359,149
2021,48359,408
2022,48359,570
2020,48361,5192
2021,48361,14085
2022,48361,15352
2020,48363,1852
2021,48363,5048
2022,48363,7150
2020,48365,990
2021,48365,3096
2022,48365,4750
2020,48367,8524
2021,48367,25807
2022,48367,35743
2020,48369,1064
2021,48369,1681
2022,48369,2401
2020,48371,1296
2021,48371,2411
2022,48371,2829
2020,48373,2052
2021,48373,6084
2022,48373,8130
2020,48375,15037
2021,48375,26566
2022,48375,29855
2020,48377,596
2021,48377,933
2022,48377,1022
2020,48379,515
2021,48379,1677
2022,48379,1883
2020,48381,13762
2021,48381,27054
2022,48381,27669
2020,48383,368
2021,48383,648
2022,48383,879
2020,48385,206
2021,48385,593
2022,48385,858
2020,48387,436
2021,48387,1534
2022,48387,2352
2020,48389,1454
2021,48389,3835
2022,48389,4781
2020,48391,448
2021,48391,1217
2022,48391,1840
2020,48393,46
2021,48393,120
2022,48393,178
2020,48395,872
2021,48395,3031
2022,48395,4656
2020,48397,6114
2021,48397,18559
2022,48397,27676
2020,48399,873
2021,48399,1786
2022,48399,2443
2020,48401,2506
2021,48401,8428
2022,48401,11021
2020,48403,391
2021,48403,986
2022,48403,1311
2020,48405,451
2021,48405,904
2022,48405,1106
2020,48407,425
2021,48407,3124
2022,48407,5798
2020,48409,2944
2021,48409,7323
2022,48409,11683
2020,48411,419
2021,48411,1009
2022,48411,1264
2020,48413,217
2021,48413,379
2022,48413,535
2020,48415,1976
2021,48415,3688
2022,48415,5069
2020,48417,150
2021,48417,573
2022,48417,708
2020,48419,1058
2021,48419,3077
2022,48419,4560
2020,48421,108
2021,48421,318
2022,48421,503
2020,48423,12613
2021,48423,38011
2022,48423,46906
2020,48425,724
2021,48425,1561
2022,48425,2128
2020,48427,6121
2021,48427,12092
2022,48427,20811
2020,48429,553
2021,48429,1321
2022,48429,1907
2020,48431,99
2021,48431,187
2022,48431,252
2020,48433,84
2021,48433,245
2022,48433,365
2020,48435,396
2021,48435,655
2022,48435,850
2020,48437,621
2021,48437,1557
2022,48437,2330
2020,48439,145279
2021,48439,383505
2022,48439,558536
2020,48441,10919
2021,48441,24329
2022,48441,32601
2020,48443,61
2021,48443,111
2022,48443,124
2020,48445,1351
2021,48445,2451
2022,48445,2807
2020,48447,54
2021,48447,143
2022,48447,275
2020,48449,2524
2021,48449,6163
2022,48449,8784
2020,48451,9774
2021,48451,20370
2022,48451,32052
2020,48453,49648
2021,48453,133466
2022,48453,244704
2020,48455,336
2021,48455,1728
2022,48455,2777
2020,48457,786
2021,48457,2586
2022,48457,3697
2020,48459,1746
2021,48459,6069
2022,48459,8044
2020,48461,269
2021,48461,666
2022,48461,839
2020,48463,1848
2021,48463,6551
2022,48463,10730
2020,48465,4455
2021,48465,10866
2022,48465,14674
2020,48467,2424
2021,48467,8445
2022,48467,10626
2020,48469,5759
2021,48469,13266
2022,48469,19634
2020,48471,6097
2021,48471,12419
2022,48471,19738
2020,48473,2028
2021,48473,7060
2022,48473,10094
2020,48475,764
2021,48475,2092
2022,48475,2868
2020,48477,1416
2021,48477,6093
2022,48477,9490
2020,48479,26143
2021,48479,58076
2022,48479,99582
2020,48481,2414
2021,48481,6502
2022,48481,9561
2020,48483,359
2021,48483,863
2022,48483,1206
2020,48485,10592
2021,48485,22850
2022,48485,33900
2020,48487,1365
2021,48487,2591
2022,48487,3573
2020,48489,1710
2021,48489,5003
2022,48489,7476
2020,48491,22444
2021,48491,83655
2022,48491,142109
2020,48493,2094
2021,48493,7862
2022,48493,11356
2020,48495,520
2021,48495,1395
2022,48495,1869
2020,48497,4220
2021,48497,12060
2022,48497,17385
2020,48499,2008
2021,48499,7016
2022,48499,8179
2020,48501,775
2021,48501,1381
2022,48501,1342
2020,48503,1404
2021,48503,3101
2022,48503,4130
2020,48505,958
2021,48505,2289
2022,48505,3835
2020,48507,871
2021,48507,2601
2022,48507,4146
2020,49001,395
2021,49001,754
2022,49001,754
2020,49003,3519
2021,49003,10279
2022,49003,14513
2020,49005,10967
2021,49005,25057
2022,49005,38255
2020,49007,1056
2021,49007,3735
2022,49007,5419
2020,49009,17
2021,49009,37
2022,49009,37
2020,49011,24465
2021,49011,65556
2022,49011,106484
2020,49013,894
2021,49013,1217
2022,49013,1217
2020,49015,539
2021,49015,1750
2022,49015,2553
2020,49017,308
2021,49017,466
2022,49017,466
2020,49019,433
2021,49019,1697
2022,49019,2487
2020,49021,3167
2021,49021,5374
2022,49021,5374
2020,49023,726
2021,49023,2198
2022,49023,2896
2020,49025,331
2021,49025,647
2022,49025,647
2020,49027,902
2021,49027,2449
2022,49027,3274
2020,49029,853
2021,49029,2050
2022,49029,2940
2020,49031,67
2021,49031,218
2022,49031,304
2020,49033,66
2021,49033,268
2022,49033,352
2020,49035,105933
2021,49035,226602
2022,49035,367664
2020,49037,1391
2021,49037,2863
2022,49037,4219
2020,49039,2123
2021,49039,5975
2022,49039,8370
2020,49041,1281
2021,49041,4163
2022,49041,5446
2020,49043,3149
2021,49043,8553
2022,49043,14579
2020,49045,4445
2021,49045,14270
2022,49045,22525
2020,49047,1246
2021,49047,1757
2022,49047,1757
2020,49049,66116
2021,49049,144502
2022,49049,209949
2020,49051,3156
2021,49051,7186
2022,49051,11178
2020,49053,14492
2021,49053,20522
2022,49053,20522
2020,49055,66
2021,49055,303
2022,49055,443
2020,49057,19084
2021,49057,49509
2022,49057,75519
2020,50001,255
2021,50001,2548
2022,50001,6237
2020,50003,485
2021,50003,5524
2022,50003,10840
2020,50005,239
2021,50005,3221
2022,50005,6113
2020,50007,2615
2021,50007,16325
2022,50007,36336
2020,50009,80
2021,50009,874
2022,50009,1345
2020,50011,536
2021,50011,5342
2022,50011,10600
2020,50013,61
2021,50013,553
2022,50013,1173
2020,50015,229
2021,50015,2150
2022,50015,4078
2020,50017,311
2021,50017,2132
2022,50017,4633
2020,50019,291
2021,50019,3859
2022,50019,6902
2020,50021,442
2021,50021,7215
2022,50021,14571
2020,50023,876
2021,50023,5325
2022,50023,13084
2020,50025,458
2021,50025,3735
2022,50025,7529
2020,50027,389
2021,50027,5021
2022,50027,10260
2020,51001,1692
2021,51001,4507
2022,51001,7426
2020,51003,2756
2021,51003,9623
2022,51003,20618
2020,51005,747
2021,51005,2501
2022,51005,3529
2020,51007,348
2021,51007,1723
2022,51007,2835
2020,51009,1424
2021,51009,4845
2022,51009,7777
2020,51011,696
2021,51011,2702
2022,51011,4071
2020,51013,8786
2021,51013,25386
2022,51013,53553
2020,51015,3253
2021,51015,11910
2022,51015,20125
2020,51017,146
2021,51017,573
2022,51017,961
2020,51019,3036
2021,51019,11337
2022,51019,18225
2020,51021,458
2021,51021,1180
2022,51021,1852
2020,51023,1274
2021,51023,4766
2022,51023,7991
2020,51025,630
2021,51025,1915
2022,51025,3430
2020,51027,829
2021,51027,3090
2022,51027,5024
2020,51029,1287
2021,51029,2873
2022,51029,4221
2020,51031,2025
2021,51031,8275
2022,51031,13805
2020,51033,1015
2021,51033,4767
2022,51033,7437
2020,51035,1472
2021,51035,4703
2022,51035,7120
2020,51036,193
2021,51036,817
2022,51036,1249
2020,51037,376
2021,51037,1527
2022,51037,2686
2020,51041,12876
2021,51041,47306
2022,51041,81601
2020,51043,385
2021,51043,1794
2022,51043,2900
2020,51045,148
2021,51045,751
2022,51045,1166
2020,51047,2954
2021,51047,8044
2022,51047,11988
2020,51049,195
2021,51049,838
2022,51049,1461
2020,51051,626
2021,51051,2206
2022,51051,3471
2020,51053,892
2021,51053,3721
2022,51053,5828
2020,51057,339
2021,51057,1470
2022,51057,2376
2020,51059,43434
2021,51059,113641
2022,51059,210455
2020,51061,2330
2021,51061,8969
2022,51061,13986
2020,51063,500
2021,51063,1765
2022,51063,2723
2020,51065,743
2021,51065,3291
2022,51065,5694
2020,51067,2301
2021,51067,7298
2022,51067,11682
2020,51069,3703
2021,51069,14352
2022,51069,22050
2020,51071,593
2021,51071,2597
2022,51071,4297
2020,51073,846
2021,51073,4437
2022,51073,7853
2020,51075,607
2021,51075,2516
2022,51075,4504
2020,51077,774
2021,51077,2601
2022,51077,4246
2020,51079,530
2021,51079,2606
2022,51079,4315
2020,51081,1014
2021,51081,2061
2022,51081,3493
2020,51083,1131
2021,51083,4527
2022,51083,7852
2020,51085,3721
2021,51085,14332
2022,51085,23950
2020,51087,12157
2021,51087,41848
2022,51087,73421
2020,51089,2582
2021,51089,7687
2022,51089,13103
2020,51091,57
2021,51091,233
2022,51091,406
2020,51093,1495
2021,51093,5031
2022,51093,7827
2020,51095,1854
2021,51095,8380
2022,51095,17053
2020,51097,171
2021,51097,746
2022,51097,1198
2020,51099,704
2021,51099,3297
2022,51099,5551
2020,51101,449
2021,51101,2463
2022,51101,3941
2020,51103,337
2021,51103,1176
2022,51103,1960
2020,51105,1439
2021,51105,4126
2022,51105,6359
2020,51107,13996
2021,51107,43392
2022,51107,80165
2020,51109,883
2021,51109,4138
2022,51109,7267
2020,51111,348
2021,51111,1290
2022,51111,2697
2020,51113,289
2021,51113,1333
2022,51113,2596
2020,51115,306
2021,51115,1002
2022,51115,1613
2020,51117,1287
2021,51117,3771
2022,51117,6647
2020,51119,274
2021,51119,1114
2022,51119,2001
2020,51121,5138
2021,51121,13004
2022,51121,20641
2020,51125,343
2021,51125,1697
2022,51125,2749
2020,51127,628
2021,51127,2908
2022,51127,5020
2020,51131,440
2021,51131,1260
2022,51131,2333
2020,51133,424
2021,51133,1365
2022,51133,2300
2020,51135,1110
2021,51135,2823
2022,51135,4510
2020,51137,910
2021,51137,4623
2022,51137,7358
2020,51139,1015
2021,51139,4112
2022,51139,5854
2020,51141,750
2021,51141,2537
2022,51141,3886
2020,51143,2591
2021,51143,9099
2022,51143,15185
2020,51145,852
2021,51145,3347
2022,51145,5509
2020,51147,1080
2021,51147,3187
2022,51147,5354
2020,51149,1806
2021,51149,5700
2022,51149,9468
2020,51153,25247
2021,51153,66310
2022,51153,105749
2020,51155,1485
2021,51155,4790
2022,51155,7733
2020,51157,159
2021,51157,714
2022,51157,1104
2020,51159,809
2021,51159,1822
2022,51159,2665
2020,51161,4620
2021,51161,14068
2022,51161,23053
2020,51163,590
2021,51163,2425
2022,51163,3537
2020,51165,3842
2021,51165,10688
2022,51165,15216
2020,51167,1484
2021,51167,4626
2022,51167,7142
2020,51169,1199
2021,51169,3749
2022,51169,6017
2020,51171,2186
2021,51171,7843
2022,51171,11381
2020,51173,1733
2021,51173,5623
2022,51173,9280
2020,51175,1137
2021,51175,2545
2022,51175,3649
2020,51177,4678
2021,51177,18421
2022,51177,29558
2020,51179,5099
2021,51179,19785
2022,51179,33989
2020,51181,246
2021,51181,709
2022,51181,1168
2020,51183,705
2021,51183,1681
2022,51183,2545
2020,51185,2288
2021,51185,6848
2022,51185,10749
2020,51187,1321
2021,51187,6257
2022,51187,9202
2020,51191,2909
2021,51191,9080
2022,51191,14455
2020,51193,692
2021,51193,2192
2022,51193,3434
2020,51195,1983
2021,51195,6548
2022,51195,10938
2020,51197,1291
2021,51197,5151
2022,51197,7917
2020,51199,1452
2021,51199,6392
2022,51199,11086
2020,51510,7231
2021,51510,18779
2022,51510,36862
2020,51520,904
2021,51520,2701
2022,51520,4639
2020,51530,500
2021,51530,1505
2022,51530,2137
2020,51540,2182
2021,51540,6159
2022,51540,10492
2020,51550,9224
2021,51550,32913
2022,51550,54422
2020,51570,602
2021,51570,3040
2022,51570,5262
2020,51580,365
2021,51580,815
2022,51580,1478
2020,51590,2310
2021,51590,6960
2022,51590,11905
2020,51595,406
2021,51595,861
2022,51595,1249
2020,51600,304
2021,51600,1293
2022,51600,2196
2020,51610,174
2021,51610,945
2022,51610,2672
2020,51620,668
2021,51620,1772
2022,51620,2398
2020,51630,1021
2021,51630,3625
2022,51630,5879
2020,51640,806
2021,51640,1750
2022,51640,2694
2020,51650,4236
2021,51650,17229
2022,51650,30861
2020,51660,4343
2021,51660,9061
2022,51660,14046
2020,51670,852
2021,51670,4096
2022,51670,6469
2020,51678,589
2021,51678,1718
2022,51678,2954
2020,51680,4174
2021,51680,13022
2022,51680,20741
2020,51683,2867
2021,51683,6218
2022,51683,9863
2020,51685,926
2021,51685,1316
2022,51685,4061
2020,51690,991
2021,51690,2373
2022,51690,3628
2020,51700,5892
2021,51700,23273
2022,51700,40082
2020,51710,8697
2021,51710,27564
2022,51710,45899
2020,51720,163
2021,51720,760
2022,51720,1387
2020,51730,1374
2021,51730,5612
2022,51730,8634
2020,51735,329
2021,51735,1502
2022,51735,2532
2020,51740,4421
2021,51740,14265
2022,51740,22470
2020,51750,1486
2021,51750,3277
2022,51750,5310
2020,51760,9046
2021,51760,29208
2022,51760,50131
2020,51770,5199
2021,51770,14138
2022,51770,23011
2020,51775,1163
2021,51775,4342
2022,51775,6070
2020,51790,1564
2021,51790,3914
2022,51790,6072
2020,51800,3914
2021,51800,12351
2022,51800,20405
2020,51810,16294
2021,51810,57724
2022,51810,97974
2020,51820,1182
2021,51820,4043
2022,51820,6307
2020,51830,353
2021,51830,1320
2022,51830,1918
2020,51840,1637
2021,51840,4357
2022,51840,6756
2020,53001,1594
2021,53001,3422
2022,53001,5044
2020,53003,913
2021,53003,3185
2022,53003,4745
2020,53005,11345
2021,53005,33325
2022,53005,55195
2020,53007,4681
2021,53007,12712
2022,53007,21413
2020,53009,696
2021,53009,6130
2022,53009,13363
2020,53011,12948
2021,53011,49421
2022,53011,97717
2020,53013,82
2021,53013,422
2022,53013,642
2020,53015,2270
2021,53015,15196
2022,53015,24486
2020,53017,2496
2021,53017,6880
2022,53017,11808
2020,53019,169
2021,53019,928
2022,53019,1532
2020,53021,8586
2021,53021,21189
2022,53021,33522
2020,53023,87
2021,53023,275
2022,53023,423
2020,53025,5812
2021,53025,17593
2022,53025,26926
2020,53027,2083
2021,53027,10285
2022,53027,17975
2020,53029,895
2021,53029,4930
2022,53029,11631
2020,53031,216
2021,53031,1447
2022,53031,3702
2020,53033,61148
2021,53033,199907
2022,53033,463156
2020,53035,3757
2021,53035,20051
2022,53035,44858
2020,53037,1571
2021,53037,5543
2022,53037,9147
2020,53039,437
2021,53039,2358
2022,53039,3818
2020,53041,2285
2021,53041,11754
2022,53041,18729
2020,53043,241
2021,53043,1539
2022,53043,2347
2020,53045,1405
2021,53045,6968
2022,53045,13431
2020,53047,1694
2021,53047,5767
2022,53047,9062
2020,53049,532
2021,53049,2042
2022,53049,4127
2020,53051,425
2021,53051,1734
2022,53051,2584
2020,53053,25070
2021,53053,111267
2022,53053,213066
2020,53055,73
2021,53055,494
2022,53055,1665
2020,53057,3167
2021,53057,13991
2022,53057,24354
2020,53059,180
2021,53059,922
2022,53059,1625
2020,53061,21462
2021,53061,80291
2022,53061,174089
2020,53063,24655
2021,53063,80474
2022,53063,133669
2020,53065,1145
2021,53065,5653
2022,53065,8657
2020,53067,4581
2021,53067,26379
2022,53067,53842
2020,53069,47
2021,53069,315
2022,53069,558
2020,53071,3386
2021,53071,9612
2022,53071,16511
2020,53073,3346
2021,53073,20313
2022,53073,42929
2020,53075,2727
2021,53075,6151
2022,53075,9011
2020,53077,19069
2021,53077,46637
2022,53077,74466
2020,54001,605
2021,54001,3257
2022,54001,5128
2020,54003,5084
2021,54003,24218
2022,54003,37991
2020,54005,900
2021,54005,4291
2022,54005,7028
2020,54007,210
2021,54007,2697
2022,54007,4167
2020,54009,1144
2021,54009,3671
2022,54009,5352
2020,54011,4390
2021,54011,17685
2022,54011,29233
2020,54013,114
2021,54013,1219
2022,54013,1979
2020,54015,223
2021,54015,1640
2022,54015,2425
2020,54017,200
2021,54017,1551
2022,54017,2223
2020,54019,1477
2021,54019,7687
2022,54019,13857
2020,54021,270
2021,54021,1601
2022,54021,2200
2020,54023,647
2021,54023,2705
2022,54023,3936
2020,54025,1087
2021,54025,5828
2022,54025,10367
2020,54027,780
2021,54027,4124
2022,54027,6182
2020,54029,1529
2021,54029,5008
2022,54029,7145
2020,54031,614
2021,54031,2966
2022,54031,4393
2020,54033,2323
2021,54033,13475
2022,54033,21487
2020,54035,982
2021,54035,4584
2022,54035,7240
2020,54037,2020
2021,54037,9170
2022,54037,15398
2020,54039,7611
2021,54039,29101
2022,54039,50296
2020,54041,392
2021,54041,3646
2022,54041,5785
2020,54043,634
2021,54043,3508
2022,54043,5859
2020,54045,1364
2021,54045,6279
2022,54045,10304
2020,54047,796
2021,54047,3507
2022,54047,5915
2020,54049,1415
2021,54049,9876
2022,54049,16349
2020,54051,1767
2021,54051,6120
2022,54051,9493
2020,54053,886
2021,54053,4331
2022,54053,7189
2020,54055,2114
2021,54055,11076
2022,54055,18171
2020,54057,1978
2021,54057,5418
2022,54057,8457
2020,54059,1207
2021,54059,5389
2022,54059,8237
2020,54061,4596
2021,54061,15710
2022,54061,26660
2020,54063,522
2021,54063,2617
2022,54063,4528
2020,54065,525
2021,54065,2847
2022,54065,4451
2020,54067,546
2021,54067,4910
2022,54067,7827
2020,54069,2185
2021,54069,7425
2022,54069,11978
2020,54071,214
2021,54071,1321
2022,54071,2046
2020,54073,277
2021,54073,1578
2022,54073,2134
2020,54075,314
2021,54075,1364
2022,54075,2123
2020,54077,1259
2021,54077,6445
2022,54077,9679
2020,54079,2629
2021,54079,10690
2022,54079,17712
2020,54081,2292
2021,54081,13924
2022,54081,24524
2020,54083,983
2021,54083,5933
2022,54083,10047
2020,54085,282
2021,54085,1696
2022,54085,2562
2020,54087,254
2021,54087,2038
2022,54087,3470
2020,54089,354
2021,54089,1727
2022,54089,2974
2020,54091,565
2021,54091,2934
2022,54091,4881
2020,54093,267
2021,54093,1317
2022,54093,2080
2020,54095,272
2021,54095,1522
2022,54095,2298
2020,54097,699
2021,54097,4804
2022,54097,7337
2020,54099,1468
2021,54099,6561
2022,54099,10315
2020,54101,119
2021,54101,1532
2022,54101,2375
2020,54103,576
2021,54103,2993
2022,54103,4622
2020,54105,173
2021,54105,1014
2022,54105,1504
2020,54107,4076
2021,54107,15367
2022,54107,23195
2020,54109,1005
2021,54109,4265
2022,54109,7395
2020,55001,1424
2021,55001,3377
2022,55001,5002
2020,55003,1036
2021,55003,2408
2022,55003,3610
2020,55005,4556
2021,55005,10519
2022,55005,14180
2020,55007,918
2021,55007,2253
2022,55007,3744
2020,55009,27599
2021,55009,59429
2022,55009,89366
2020,55011,1004
2021,55011,2532
2022,55011,3736
2020,55013,1088
2021,55013,3014
2022,55013,4312
2020,55015,4999
2021,55015,10714
2022,55015,15209
2020,55017,5960
2021,55017,13835
2022,55017,19700
2020,55019,3097
2021,55019,6005
2022,55019,7945
2020,55021,4503
2021,55021,10219
2022,55021,16776
2020,55023,1588
2021,55023,3011
2022,55023,4465
2020,55025,34184
2021,55025,72224
2022,55025,149029
2020,55027,10955
2021,55027,20260
2022,55027,28387
2020,55029,2186
2021,55029,4767
2022,55029,7473
2020,55031,3494
2021,55031,8092
2022,55031,12679
2020,55033,3760
2021,55033,9556
2022,55033,14032
2020,55035,9358
2021,55035,20827
2022,55035,32431
2020,55037,413
2021,55037,796
2022,55037,1133
2020,55039,11094
2021,55039,22668
2022,55039,33750
2020,55041,904
2021,55041,1889
2022,55041,2852
2020,55043,4510
2021,55043,9487
2022,55043,13494
2020,55045,2391
2021,55045,6250
2022,55045,9964
2020,55047,1727
2021,55047,3807
2022,55047,5471
2020,55049,1738
2021,55049,3546
2022,55049,5814
2020,55051,522
2021,55051,1051
2022,55051,1540
2020,55053,2374
2021,55053,4283
2022,55053,5943
2020,55055,7201
2021,55055,15467
2022,55055,23019
2020,55057,2467
2021,55057,5551
2022,55057,8206
2020,55059,13738
2021,55059,31214
2022,55059,47803
2020,55061,2169
2021,55061,4510
2022,55061,6098
2020,55063,10527
2021,55063,22210
2022,55063,37808
2020,55065,1344
2021,55065,2686
2022,55065,3902
2020,55067,1926
2021,55067,3855
2022,55067,5623
2020,55069,2586
2021,55069,5386
2022,55069,7636
2020,55071,6917
2021,55071,15494
2022,55071,21661
2020,55073,12951
2021,55073,28575
2022,55073,42480
2020,55075,3859
2021,55075,8897
2022,55075,12220
2020,55077,1299
2021,55077,2901
2022,55077,4083
2020,55078,711
2021,55078,1045
2022,55078,2023
2020,55079,90816
2021,55079,184125
2022,55079,292965
2020,55081,3483
2021,55081,8458
2022,55081,12820
2020,55083,4117
2021,55083,8817
2022,55083,11835
2020,55085,2844
2021,55085,6341
2022,55085,9160
2020,55087,17467
2021,55087,39118
2022,55087,57389
2020,55089,7067
2021,55089,15771
2022,55089,24499
2020,55091,688
2021,55091,1473
2022,55091,2064
2020,55093,3586
2021,55093,8410
2022,55093,12258
2020,55095,3041
2021,55095,9416
2022,55095,13101
2020,55097,5874
2021,55097,12710
2022,55097,19447
2020,55099,1012
2021,55099,2552
2022,55099,3452
2020,55101,19441
2021,55101,40474
2022,55101,60943
2020,55103,1112
2021,55103,2758
2022,55103,4196
2020,55105,12961
2021,55105,29082
2022,55105,46590
2020,55107,1135
2021,55107,2741
2022,55107,3578
2020,55109,6501
2021,55109,18010
2022,55109,26825
2020,55111,4628
2021,55111,11076
2022,55111,17573
2020,55113,1233
2021,55113,3480
2022,55113,4897
2020,55115,4547
2021,55115,8750
2022,55115,12347
2020,55117,11772
2021,55117,23242
2022,55117,34680
2020,55119,1770
2021,55119,3812
2022,55119,5027
2020,55121,3017
2021,55121,6148
2022,55121,8784
2020,55123,1569
2021,55123,4085
2022,55123,6579
2020,55125,1643
2021,55125,3695
2022,55125,5577
2020,55127,9402
2021,55127,19675
2022,55127,28464
2020,55129,1089
2021,55129,3089
2022,55129,4278
2020,55131,13108
2021,55131,28556
2022,55131,40957
2020,55133,37167
2021,55133,77185
2022,55133,122495
2020,55135,4742
2021,55135,10369
2022,55135,14335
2020,55137,2055
2021,55137,4542
2022,55137,6717
2020,55139,16881
2021,55139,35252
2022,55139,55354
2020,55141,5998
2021,55141,14833
2022,55141,22855
2020,56001,3460
2021,56001,7048
2022,56001,10481
2020,56003,767
2021,56003,2185
2022,56003,2699
2020,56005,4176
2021,56005,9585
2022,56005,12452
2020,56007,944
2021,56007,3319
2022,56007,4782
2020,56009,796
2021,56009,2386
2022,56009,3245
2020,56011,388
2021,56011,1024
2022,56011,1390
2020,56013,3959
2021,56013,9719
2022,56013,14530
2020,56015,1002
2021,56015,2717
2022,56015,3821
2020,56017,227
2021,56017,900
2022,56017,1231
2020,56019,534
2021,56019,1389
2022,56019,1965
2020,56021,7012
2021,56021,18648
2022,56021,27744
2020,56023,906
2021,56023,3087
2022,56023,4317
2020,56025,6443
2021,56025,16785
2022,56025,23063
2020,56027,140
2021,56027,501
2022,56027,718
2020,56029,1985
2021,56029,5667
2022,56029,7077
2020,56031,434
2021,56031,1579
2022,56031,1997
2020,56033,2521
2021,56033,6014
2022,56033,8629
2020,56035,592
2021,56035,1527
2022,56035,2004
2020,56037,2943
2021,56037,8320
2022,56037,11564
2020,56039,2121
2021,56039,5950
2022,56039,10807
2020,56041,1540
2021,56041,4154
2022,56041,5815
2020,56043,768
2021,56043,1880
2022,56043,2482
2020,56045,475
2021,56045,1254
2022,56045,1643
