year,fips,covid_cases
2022,21123,3874
2020,21125,3645
2021,21125,14078
2022,21125,21087
2020,21127,758
2021,21127,3167
2022,21127,4689
2020,21129,1043
2021,21129,1900
2022,21129,2982
2020,21131,471
2021,21131,2451
2022,21131,3868
2020,21133,1027
2021,21133,4515
2022,21133,7375
2020,21135,775
2021,21135,3111
2022,21135,4706
2020,21137,1443
2021,21137,4704
2022,21137,7009
2020,21139,488
2021,21139,1649
2022,21139,2614
2020,21141,1695
2021,21141,5635
2022,21141,8631
2020,21143,320
2021,21143,2107
2022,21143,3022
2020,21145,4265
2021,21145,11797
2022,21145,20665
2020,21147,1089
2021,21147,4063
2022,21147,5845
2020,21149,550
2021,21149,1758
2022,21149,2718
2020,21151,5706
2021,21151,18597
2022,21151,29042
2020,21153,701
2021,21153,2632
2022,21153,4096
2020,21155,1510
2021,21155,4457
2022,21155,6643
2020,21157,1558
2021,21157,5580
2022,21157,8713
2020,21159,657
2021,21159,2228
2022,21159,3414
2020,21161,920
2021,21161,3045
2022,21161,5257
2020,21163,1133
2021,21163,3879
2022,21163,6032
2020,21165,215
2021,21165,1091
2022,21165,1795
2020,21167,1365
2021,21167,4933
2022,21167,7681
2020,21169,601
2021,21169,2205
2022,21169,2977
2020,21171,945
2021,21171,2649
2022,21171,3751
2020,21173,1378
2021,21173,5019
2022,21173,9199
2020,21175,518
2021,21175,3196
2022,21175,5507
2020,21177,1920
2021,21177,6426
2022,21177,10616
2020,21179,2855
2021,21179,9636
2022,21179,15141
2020,21181,255
2021,21181,1342
2022,21181,2225
2020,21183,1473
2021,21183,5007
2022,21183,7503
2020,21185,3737
2021,21185,11759
2022,21185,19490
2020,21187,428
2021,21187,1679
2022,21187,2462
2020,21189,304
2021,21189,1059
2022,21189,1597
2020,21191,612
2021,21191,2382
2022,21191,3616
2020,21193,1552
2021,21193,6906
2022,21193,11546
2020,21195,2923
2021,21195,12099
2022,21195,20016
2020,21197,686
2021,21197,3131
2022,21197,4920
2020,21199,3699
2021,21199,12178
2022,21199,18664
2020,21201,138
2021,21201,449
2022,21201,708
2020,21203,842
2021,21203,3536
2022,21203,5195
2020,21205,1214
2021,21205,4477
2022,21205,7082
2020,21207,1099
2021,21207,4341
2022,21207,6666
2020,21209,2457
2021,21209,10004
2022,21209,18900
2020,21211,2989
2021,21211,8092
2022,21211,14069
2020,21213,1183
2021,21213,3760
2022,21213,5935
2020,21215,987
2021,21215,3415
2022,21215,5679
2020,21217,1723
2021,21217,6375
2022,21217,9849
2020,21219,686
2021,21219,2024
2022,21219,3035
2020,21221,658
2021,21221,2555
2022,21221,4162
2020,21223,373
2021,21223,1521
2022,21223,2272
2020,21225,954
2021,21225,2944
2022,21225,4419
2020,21227,10105
2021,21227,28853
2022,21227,45003
2020,21229,869
2021,21229,2709
2022,21229,4120
2020,21231,1309
2021,21231,3706
2022,21231,6300
2020,21233,741
2021,21233,2676
2022,21233,4023
2020,21235,2741
2021,21235,9784
2022,21235,14402
2020,21237,300
2021,21237,1493
2022,21237,2657
2020,21239,1253
2021,21239,4137
2022,21239,7475
2020,22001,5021
2021,22001,11132
2022,22001,16504
2020,22003,2439
2021,22003,4920
2022,22003,8081
2020,22005,7779
2021,22005,23642
2022,22005,36637
2020,22007,1358
2021,22007,3927
2022,22007,5860
2020,22009,2656
2021,22009,7679
2022,22009,12050
2020,22011,1905
2021,22011,6330
2022,22011,9628
2020,22013,1185
2021,22013,2641
2022,22013,4126
2020,22015,8868
2021,22015,23722
2022,22015,40612
2020,22017,17594
2021,22017,44253
2022,22017,71035
2020,22019,13766
2021,22019,36906
2022,22019,57210
2020,22021,907
2021,22021,2360
2022,22021,3708
2020,22023,380
2021,22023,893
2022,22023,1219
2020,22025,845
2021,22025,1879
2022,22025,2731
2020,22027,1039
2021,22027,2138
2022,22027,3353
2020,22029,1436
2021,22029,3402
2022,22029,5257
2020,22031,1738
2021,22031,5107
2022,22031,7882
2020,22033,25511
2021,22033,70112
2022,22033,117910
2020,22035,950
2021,22035,1786
2022,22035,2597
2020,22037,2440
2021,22037,4731
2022,22037,7469
2020,22039,2597
2021,22039,6131
2022,22039,8729
2020,22041,2020
2021,22041,4945
2022,22041,7546
2020,22043,1479
2021,22043,4031
2022,22043,6127
2020,22045,4769
2021,22045,13547
2022,22045,20069
2020,22047,2651
2021,22047,6253
2022,22047,9786
2020,22049,1362
2021,22049,2879
2022,22049,4556
2020,22051,31098
2021,22051,77982
2022,22051,122585
2020,22053,2263
2021,22053,4951
2022,22053,7248
2020,22055,16506
2021,22055,41808
2022,22055,65861
2020,22057,6207
2021,22057,19232
2022,22057,29519
2020,22059,1144
2021,22059,2863
2022,22059,4372
2020,22061,3298
2021,22061,7664
2022,22061,12668
2020,22063,8681
2021,22063,25848
2022,22063,38704
2020,22065,1291
2021,22065,2317
2022,22065,3315
2020,22067,2100
2021,22067,4800
2022,22067,7069
2020,22069,2780
2021,22069,7222
2022,22069,10612
2020,22071,20524
2021,22071,55985
2022,22071,97162
2020,22073,13725
2021,22073,33901
2022,22073,52395
2020,22075,1695
2021,22075,4402
2022,22075,6875
2020,22077,1893
2021,22077,4129
2022,22077,6658
2020,22079,8162
2021,22079,22876
2022,22079,34099
2020,22081,660
2021,22081,1516
2022,22081,2164
2020,22083,1719
2021,22083,4530
2022,22083,7012
2020,22085,2031
2021,22085,4844
2022,22085,6608
2020,22087,2332
2021,22087,7805
2022,22087,12175
2020,22089,3590
2021,22089,9784
2022,22089,14784
2020,22091,699
2021,22091,1310
2022,22091,1992
2020,22093,1311
2021,22093,3844
2022,22093,6237
2020,22095,2610
2021,22095,7060
2022,22095,11210
2020,22097,6509
2021,22097,14894
2022,22097,23270
2020,22099,3750
2021,22099,8981
2022,22099,13448
2020,22101,3050
2021,22101,9204
2022,22101,13156
2020,22103,15033
2021,22103,47807
2022,22103,77440
2020,22105,8962
2021,22105,24132
2022,22105,36676
2020,22107,267
2021,22107,594
2022,22107,1018
2020,22109,6124
2021,22109,21132
2022,22109,32940
2020,22111,1811
2021,22111,4536
2022,22111,7133
2020,22113,3463
2021,22113,10869
2022,22113,16005
2020,22115,2122
2021,22115,6746
2022,22115,10244
2020,22117,3107
2021,22117,8627
2022,22117,13488
2020,22119,2774
2021,22119,7242
2022,22119,11720
2020,22121,1812
2021,22121,4731
2022,22121,7718
2020,22123,904
2021,22123,2244
2022,22123,3779
2020,22125,915
2021,22125,1522
2022,22125,2946
2020,22127,1210
2021,22127,2798
2022,22127,4565
2020,23001,2616
2021,23001,15358
2022,23001,24309
2020,23003,585
2021,23003,7248
2022,23003,15434
2020,23005,7055
2021,23005,28016
2022,23005,56443
2020,23007,449
2021,23007,3747
2022,23007,6340
2020,23009,531
2021,23009,4443
2022,23009,8553
2020,23011,1764
2021,23011,14384
2022,23011,26017
2020,23013,361
2021,23013,3121
2022,23013,6776
2020,23015,296
2021,23015,2837
2022,23015,5902
2020,23017,1096
2021,23017,7644
2022,23017,12502
2020,23019,1971
2021,23019,17360
2022,23019,31476
2020,23021,112
2021,23021,2005
2022,23021,3279
2020,23023,367
2021,23023,2987
2022,23023,5858
2020,23025,737
2021,23025,6440
2022,23025,10663
2020,23027,378
2021,23027,3576
2022,23027,6879
2020,23029,357
2021,23029,2785
2022,23029,4808
2020,23031,4815
2021,23031,23677
2022,23031,44669
2020,24001,5374
2021,24001,11735
2022,24001,18020
2020,24003,24045
2021,24003,64699
2022,24003,100180
2020,24005,38280
2021,24005,94798
2022,24005,145531
2020,24009,2205
2021,24009,7292
2022,24009,12336
2020,24011,1295
2021,24011,4179
2022,24011,6396
2020,24013,5101
2021,24013,14993
2022,24013,23665
2020,24015,3535
2021,24015,10635
2022,24015,16943
2020,24017,5987
2021,24017,18449
2022,24017,31585
2020,24019,1337
2021,24019,5120
2022,24019,8228
2020,24021,11100
2021,24021,30636
2022,24021,49904
2020,24023,1439
2021,24023,4255
2022,24023,5996
2020,24025,8475
2021,24025,26480
2022,24025,41905
2020,24027,11088
2021,24027,29176
2022,24027,51420
2020,24029,722
2021,24029,2215
2022,24029,3328
2020,24031,45791
2021,24031,102675
2022,24031,199328
2020,24033,54127
2021,24033,124006
2022,24033,187784
2020,24035,1614
2021,24035,5140
2022,24035,7634
2020,24037,3202
2021,24037,12115
2022,24037,20648
2020,24039,1781
2021,24039,3684
2022,24039,5443
2020,24041,1135
2021,24041,3693
2022,24041,6058
2020,24043,8005
2021,24043,25437
2022,24043,36562
2020,24045,4617
2021,24045,13116
2022,24045,21035
2020,24047,2122
2021,24047,5873
2022,24047,9348
2020,24510,31312
2021,24510,79780
2022,24510,125244
2020,25001,4915
2021,25001,24390
2022,25001,40475
2020,25003,2656
2021,25003,13117
2022,25003,28931
2020,25005,31597
2021,25005,105028
2022,25005,161675
2020,25007,435
2021,25007,2340
2022,25007,3878
2020,25009,54083
2021,25009,146881
2022,25009,225264
2020,25011,1211
2021,25011,5481
2022,25011,12271
2020,25013,23978
2021,25013,85731
2022,25013,146945
2020,25015,3427
2021,25015,15701
2022,25015,33501
2020,25017,70860
2021,25017,208865
2022,25017,379849
2020,25019,692
2021,25019,2307
2022,25019,3591
2020,25021,24751
2021,25021,84862
2022,25021,151307
2020,25023,22276
2021,25023,79194
2022,25023,126124
2020,25025,51358
2021,25025,136536
2022,25025,238542
2020,25027,40494
2021,25027,126892
2022,25027,211681
2020,26001,336
2021,26001,1413
2022,26001,1786
2020,26003,319
2021,26003,1096
2022,26003,1825
2020,26005,5758
2021,26005,20295
2022,26005,28541
2020,26007,1142
2021,26007,4545
2022,26007,5928
2020,26009,618
2021,26009,3153
2022,26009,4691
2020,26011,597
2021,26011,2358
2022,26011,3401
2020,26013,545
2021,26013,1494
2022,26013,2171
2020,26015,2968
2021,26015,10746
2022,26015,15045
2020,26017,6219
2021,26017,19169
2022,26017,28587
2020,26019,658
2021,26019,2407
2022,26019,3671
2020,26021,9218
2021,26021,25487
2022,26021,36765
2020,26023,3070
2021,26023,8553
2022,26023,11670
2020,26025,7802
2021,26025,24824
2022,26025,36367
2020,26027,3194
2021,26027,9046
2022,26027,11575
2020,26029,849
2021,26029,3412
2022,26029,5242
2020,26031,737
2021,26031,3676
2022,26031,5062
2020,26033,1385
2021,26033,5132
2022,26033,9112
2020,26035,1224
2021,26035,5127
2022,26035,7117
2020,26037,3879
2021,26037,14241
2022,26037,23187
2020,26039,457
2021,26039,1932
2022,26039,2763
2020,26041,2889
2021,26041,7154
2022,26041,10538
2020,26043,2174
2021,26043,5119
2022,26043,7766
2020,26045,4667
2021,26045,18365
2022,26045,29163
2020,26047,1207
2021,26047,4549
2022,26047,6858
2020,26049,21619
2021,26049,72131
2022,26049,108643
2020,26051,1184
2021,26051,4148
2022,26051,5830
2020,26053,1002
2021,26053,2330
2022,26053,3488
2020,26055,3015
2021,26055,12257
2022,26055,18864
2020,26057,2389
2021,26057,7957
2022,26057,11455
2020,26059,2588
2021,26059,8229
2022,26059,10842
2020,26061,1974
2021,26061,5668
2022,26061,8318
2020,26063,1523
2021,26063,6322
2022,26063,8492
2020,26065,12635
2021,26065,42204
2022,26065,70420
2020,26067,3393
2021,26067,12174
2022,26067,17438
2020,26069,1104
2021,26069,3801
2022,26069,5092
2020,26071,813
2021,26071,1873
2022,26071,2822
2020,26073,3426
2021,26073,11410
2022,26073,16399
2020,26075,7675
2021,26075,28865
2022,26075,42206
2020,26077,12232
2021,26077,40210
2022,26077,64433
2020,26079,491
2021,26079,2527
2022,26079,3902
2020,26081,43274
2021,26081,122989
2022,26081,177791
2020,26083,82
2021,26083,391
2022,26083,559
2020,26085,303
2021,26085,1403
2022,26085,2014
2020,26087,4023
2021,26087,15569
2022,26087,21284
2020,26089,626
2021,26089,2509
2022,26089,3911
2020,26091,4207
2021,26091,17722
2022,26091,26281
2020,26093,7825
2021,26093,33099
2022,26093,49865
2020,26095,192
2021,26095,1041
2022,26095,1525
2020,26097,380
2021,26097,1702
2022,26097,2651
2020,26099,49473
2021,26099,165571
2022,26099,251793
2020,26101,591
2021,26101,2533
2022,26101,4005
2020,26103,3557
2021,26103,9246
2022,26103,16417
2020,26105,979
2021,26105,4767
2022,26105,7144
2020,26107,1651
2021,26107,6390
2022,26107,9118
2020,26109,1689
2021,26109,4216
2022,26109,5911
2020,26111,4011
2021,26111,13531
2022,26111,20442
2020,26113,479
2021,26113,2241
2022,26113,3062
2020,26115,7595
2021,26115,27232
2022,26115,41287
2020,26117,2932
2021,26117,11619
2022,26117,15780
2020,26119,286
2021,26119,1342
2022,26119,1794
2020,26121,9333
2021,26121,29486
2022,26121,42069
2020,26123,2253
2021,26123,8839
2022,26123,12045
2020,26125,61195
2021,26125,199302
2022,26125,321993
2020,26127,1605
2021,26127,4925
2022,26127,6691
2020,26129,921
2021,26129,3327
2022,26129,4522
2020,26131,306
2021,26131,752
2022,26131,1066
2020,26133,841
2021,26133,3886
2022,26133,5304
2020,26135,308
2021,26135,1172
2022,26135,1518
2020,26137,1011
2021,26137,4299
2022,26137,6020
2020,26139,18475
2021,26139,55516
2022,26139,79170
2020,26141,530
2021,26141,1738
2022,26141,2191
2020,26143,963
2021,26143,3646
2022,26143,4889
2020,26145,12336
2021,26145,36022
2022,26145,52817
2020,26147,7026
2021,26147,30663
2022,26147,43323
2020,26149,3584
2021,26149,10890
2022,26149,14151
2020,26151,1497
2021,26151,6819
2022,26151,9093
2020,26153,229
2021,26153,1203
2022,26153,1864
2020,26155,2954
2021,26155,12724
2022,26155,18877
2020,26157,2637
2021,26157,9978
2022,26157,13802
2020,26159,4044
2021,26159,12731
2022,26159,18045
2020,26161,13702
2021,26161,46099
2022,26161,90298
2020,26163,84941
2021,26163,277665
2022,26163,443292
2020,26165,990
2021,26165,5056
2022,26165,7540
2020,27001,1020
2021,27001,2424
2022,27001,3184
2020,27003,28886
2021,27003,71618
2022,27003,105106
2020,27005,2676
2021,27005,6618
2022,27005,9244
2020,27007,2861
2021,27007,8803
2022,27007,12551
2020,27009,3874
2021,27009,10048
2022,27009,14910
2020,27011,429
2021,27011,1014
2022,27011,1465
2020,27013,5026
2021,27013,12732
2022,27013,19001
2020,27015,2000
2021,27015,5031
2022,27015,6832
2020,27017,2585
2021,27017,6115
2022,27017,9771
2020,27019,6415
2021,27019,18778
2022,27019,28686
2020,27021,1920
2021,27021,5391
2022,27021,7423
2020,27023,1268
2021,27023,2352
2022,27023,3260
2020,27025,4127
2021,27025,11021
2022,27025,15410
2020,27027,6143
2021,27027,13171
2022,27027,20805
2020,27029,653
2021,27029,1691
2022,27029,2207
2020,27031,104
2021,27031,356
2022,27031,651
2020,27033,1218
2021,27033,2487
2022,27033,3330
2020,27035,4491
2021,27035,12214
2022,27035,16901
2020,27037,30071
2021,27037,76390
2022,27037,119858
2020,27039,1159
2021,27039,3979
2022,27039,6095
2020,27041,3465
2021,27041,8525
2022,27041,11579
2020,27043,904
2021,27043,2841
2022,27043,4001
2020,27045,1098
2021,27045,3454
2022,27045,5090
2020,27047,1969
2021,27047,6349
2022,27047,9476
2020,27049,3023
2021,27049,9243
2022,27049,14138
2020,27051,386
2021,27051,1120
2022,27051,1550
2020,27053,85878
2021,27053,203703
2022,27053,333729
2020,27055,1171
2021,27055,3160
2022,27055,4850
2020,27057,1386
2021,27057,3805
2022,27057,5177
2020,27059,2620
2021,27059,7849
2022,27059,10611
2020,27061,2684
2021,27061,8500
2022,27061,11877
2020,27063,784
2021,27063,1726
2022,27063,2221
2020,27065,923
2021,27065,2825
2022,27065,3743
2020,27067,5369
2021,27067,10530
2022,27067,14043
2020,27069,341
2021,27069,856
2022,27069,1076
2020,27071,542
2021,27071,1996
2022,27071,3036
2020,27073,599
2021,27073,1341
2022,27073,1843
2020,27075,544
2021,27075,1475
2022,27075,2277
2020,27077,151
2021,27077,566
2022,27077,812
2020,27079,1941
2021,27079,5074
2022,27079,6739
2020,27081,449
2021,27081,947
2022,27081,1252
2020,27083,2815
2021,27083,5621
2022,27083,7314
2020,27085,3055
2021,27085,7909
2022,27085,11278
2020,27087,395
2021,27087,1160
2022,27087,1875
2020,27089,671
2021,27089,1655
2022,27089,2165
2020,27091,1564
2021,27091,4235
2022,27091,5864
2020,27093,1867
2021,27093,4742
2022,27093,6223
2020,27095,2023
2021,27095,5826
2022,27095,7586
2020,27097,2902
2021,27097,7172
2022,27097,9594
2020,27099,3304
2021,27099,7941
2022,27099,12474
2020,27101,751
2021,27101,1616
2022,27101,2116
2020,27103,2064
2021,27103,5724
2022,27103,8684
2020,27105,3523
2021,27105,5469
2022,27105,7104
2020,27107,408
2021,27107,1094
2022,27107,1580
2020,27109,9205
2021,27109,25067
2022,27109,46243
2020,27111,4183
2021,27111,10556
2022,27111,14178
2020,27113,900
2021,27113,2669
2022,27113,3783
2020,27115,2454
2021,27115,5677
2022,27115,7509
2020,27117,866
2021,27117,1622
2022,27117,2051
2020,27119,3189
2021,27119,6357
2022,27119,9247
2020,27121,689
2021,27121,2279
2022,27121,3354
2020,27123,36918
2021,27123,84152
2022,27123,137147
2020,27125,307
2021,27125,736
2022,27125,962
2020,27127,1303
2021,27127,3034
2022,27127,4112
2020,27129,1291
2021,27129,2877
2022,27129,3918
2020,27131,5478
2021,27131,12539
2022,27131,18935
2020,27133,1015
2021,27133,1860
2022,27133,2403
2020,27135,1598
2021,27135,3409
2022,27135,4621
2020,27137,12444
2021,27137,32941
2022,27137,51870
2020,27139,10947
2021,27139,29161
2022,27139,43055
2020,27141,7616
2021,27141,20962
2022,27141,28504
2020,27143,1011
2021,27143,2801
2022,27143,3730
2020,27145,16881
2021,27145,37185
2022,27145,53747
2020,27147,2498
2021,27147,7541
2022,27147,10932
2020,27149,665
2021,27149,1885
2022,27149,2831
2020,27151,785
2021,27151,1829
2022,27151,2382
2020,27153,2219
2021,27153,5291
2022,27153,7137
2020,27155,206
2021,27155,632
2022,27155,893
2020,27157,1484
2021,27157,4118
2022,27157,6009
2020,27159,1119
2021,27159,3242
2022,27159,4429
2020,27161,1747
2021,27161,4280
2022,27161,5768
2020,27163,18379
2021,27163,45954
2022,27163,72826
2020,27165,1023
2021,27165,2171
2022,27165,3062
2020,27167,583
2021,27167,1290
2022,27167,1714
2020,27169,3544
2021,27169,8467
2022,27169,13888
2020,27171,10782
2021,27171,28702
2022,27171,38356
2020,27173,861
2021,27173,2020
2022,27173,2684
2020,28001,1794
2021,28001,4955
2022,28001,7588
2020,28003,2162
2021,28003,6329
2022,28003,10423
2020,28005,849
2021,28005,2199
2022,28005,3377
2020,28007,1709
2021,28007,3541
2022,28007,5578
2020,28009,664
2021,28009,1633
2022,28009,2353
2020,28011,3373
2021,28011,6743
2022,28011,9715
2020,28013,1148
2021,28013,3018
2022,28013,4739
2020,28015,924
2021,28015,1855
2022,28015,2673
2020,28017,1582
2021,28017,3483
2022,28017,5760
2020,28019,506
2021,28019,1413
2022,28019,2440
2020,28021,701
2021,28021,1379
2022,28021,2206
2020,28023,1186
2021,28023,3069
2022,28023,4322
2020,28025,1311
2021,28025,3345
2022,28025,5134
2020,28027,1941
2021,28027,4591
2022,28027,6783
2020,28029,2163
2021,28029,4916
2022,28029,7672
2020,28031,1823
2021,28031,4593
2022,28031,7307
2020,28033,14512
2021,28033,35831
2022,28033,52925
2020,28035,5174
2021,28035,14459
2022,28035,22928
2020,28037,578
2021,28037,1313
2022,28037,1968
2020,28039,1727
2021,28039,5181
2022,28039,7398
2020,28041,980
2021,28041,2288
2022,28041,3314
2020,28043,1949
2021,28043,3980
2022,28043,5700
2020,28045,1981
2021,28045,8103
2022,28045,12793
2020,28047,10550
2021,28047,35987
2022,28047,55999
2020,28049,13807
2021,28049,36307
2022,28049,55667
2020,28051,1577
2021,28051,2883
2022,28051,4542
2020,28053,712
2021,28053,1388
2022,28053,2083
2020,28055,151
2021,28055,195
2022,28055,274
2020,28057,2259
2021,28057,5150
2022,28057,7646
2020,28059,8717
2021,28059,25614
2022,28059,38643
2020,28061,1405
2021,28061,3486
2022,28061,5131
2020,28063,465
2021,28063,994
2022,28063,1539
2020,28065,758
2021,28065,1893
2022,28065,2955
2020,28067,5163
2021,28067,14546
2022,28067,21759
2020,28069,652
2021,28069,1505
2022,28069,2270
2020,28071,4224
2021,28071,9524
2022,28071,16063
2020,28073,4037
2021,28073,11225
2022,28073,18178
2020,28075,4875
2021,28075,12795
2022,28075,19403
2020,28077,916
2021,28077,2371
2022,28077,3732
2020,28079,2016
2021,28079,4315
2022,28079,6593
2020,28081,7566
2021,28081,17850
2022,28081,27857
2020,28083,2589
2021,28083,5280
2022,28083,7637
2020,28085,2499
2021,28085,5785
2022,28085,8643
2020,28087,4311
2021,28087,11804
2022,28087,18076
2020,28089,7079
2021,28089,16239
2022,28089,25833
2020,28091,1735
2021,28091,4557
2022,28091,7195
2020,28093,2879
2021,28093,7144
2022,28093,10342
2020,28095,2947
2021,28095,7507
2022,28095,11267
2020,28097,972
2021,28097,1939
2022,28097,3062
2020,28099,2991
2021,28099,6976
2022,28099,10873
2020,28101,1598
2021,28101,4056
2022,28101,6227
2020,28103,923
2021,28103,1937
2022,28103,2781
2020,28105,3360
2021,28105,7463
2022,28105,11506
2020,28107,3144
2021,28107,7142
2022,28107,10926
2020,28109,2536
2021,28109,10101
2022,28109,15653
2020,28111,865
2021,28111,2203
2022,28111,3146
2020,28113,2200
2021,28113,6146
2022,28113,10113
2020,28115,3133
2021,28115,7484
2022,28115,10681
2020,28117,2065
2021,28117,5435
2022,28117,8453
2020,28119,595
2021,28119,1151
2022,28119,1646
2020,28121,8671
2021,28121,24292
2022,28121,38639
2020,28123,2111
2021,28123,4983
2022,28123,6743
2020,28125,386
2021,28125,666
2022,28125,1019
2020,28127,2016
2021,28127,4896
2022,28127,7259
2020,28129,1010
2021,28129,2784
2022,28129,4254
2020,28131,1144
2021,28131,3760
2022,28131,5563
2020,28133,2387
2021,28133,4519
2022,28133,5899
2020,28135,1219
2021,28135,2412
2022,28135,3294
2020,28137,2368
2021,28137,5000
2022,28137,7706
2020,28139,1968
2021,28139,5212
2022,28139,7635
2020,28141,1562
2021,28141,4113
2022,28141,6375
2020,28143,751
2021,28143,1793
2022,28143,2690
2020,28145,2739
2021,28145,6804
2022,28145,9773
2020,28147,984
2021,28147,2298
2022,28147,3746
2020,28149,2692
2021,28149,7174
2022,28149,10754
2020,28151,4231
2021,28151,7739
2022,28151,10771
2020,28153,1652
2021,28153,4479
2022,28153,6109
2020,28155,736
2021,28155,2157
2022,28155,3453
2020,28157,527
2021,28157,1172
2022,28157,1836
2020,28159,1825
2021,28159,3278
2022,28159,5455
2020,28161,985
2021,28161,2674
2022,28161,4282
2020,28163,2083
2021,28163,4938
2022,28163,8321
2020,29001,1850
2021,29001,4144
2022,29001,5502
2020,29003,1506
2021,29003,3506
2022,29003,4758
2020,29005,364
2021,29005,975
2022,29005,1390
2020,29007,2250
2021,29007,4449
2022,29007,5734
2020,29009,2312
2021,29009,4936
2022,29009,6625
2020,29011,904
2021,29011,2026
2022,29011,2844
2020,29013,961
2021,29013,2764
2022,29013,3746
2020,29015,1324
2021,29015,3044
2022,29015,4179
2020,29017,1028
2021,29017,2014
2022,29017,2589
2020,29019,14237
2021,29019,28589
2022,29019,43350
2020,29021,7520
2021,29021,16413
2022,29021,22740
2020,29023,3403
2021,29023,7403
2022,29023,10111
2020,29025,642
2021,29025,1358
2022,29025,1694
2020,29027,4014
2021,29027,8665
2022,29027,12072
2020,29029,3340
2021,29029,7054
2022,29029,9280
2020,29031,7458
2021,29031,13920
2022,29031,18740
2020,29033,805
2021,29033,1709
2022,29033,2226
2020,29035,438
2021,29035,1183
2022,29035,1499
2020,29037,6436
2021,29037,17537
2022,29037,24967
2020,29039,762
2021,29039,2106
2022,29039,2922
2020,29041,539
2021,29041,1289
2022,29041,1699
2020,29043,6284
2021,29043,14933
2022,29043,20868
2020,29045,559
2021,29045,1279
2022,29045,1590
2020,29047,7247
2021,29047,18853
2022,29047,26987
2020,29049,1554
2021,29049,3602
2022,29049,4804
2020,29051,7903
2021,29051,14748
2022,29051,20121
2020,29053,1587
2021,29053,3252
2022,29053,4141
2020,29055,1965
2021,29055,4140
2022,29055,5396
2020,29057,478
2021,29057,1005
2022,29057,1439
2020,29059,972
2021,29059,2700
2022,29059,3812
2020,29061,554
2021,29061,1301
2022,29061,1716
2020,29063,941
2021,29063,1738
2022,29063,2204
2020,29065,799
2021,29065,2350
2022,29065,3261
2020,29067,712
2021,29067,1952
2022,29067,2550
2020,29069,2568
2021,29069,4903
2022,29069,7456
2020,29071,7713
2021,29071,17349
2022,29071,22675
2020,29073,1101
2021,29073,2545
2022,29073,3334
2020,29075,674
2021,29075,1693
2022,29075,2158
2020,29077,21167
2021,29077,48930
2022,29077,69975
2020,29079,833
2021,29079,1890
2022,29079,2485
2020,29081,678
2021,29081,1483
2022,29081,1821
2020,29083,1612
2021,29083,4053
2022,29083,5741
2020,29085,524
2021,29085,1359
2022,29085,1827
2020,29087,369
2021,29087,809
2022,29087,1055
2020,29089,882
2021,29089,1658
2022,29089,2167
2020,29091,2821
2021,29091,6551
2022,29091,9002
2020,29093,747
2021,29093,1631
2022,29093,2197
2020,29095,60163
2021,29095,144194
2022,29095,208774
2020,29097,11861
2021,29097,24952
2022,29097,34597
2020,29099,16638
2021,29099,39372
2022,29099,53990
2020,29101,3728
2021,29101,8654
2022,29101,12165
2020,29103,272
2021,29103,733
2022,29103,977
2020,29105,2787
2021,29105,6050
2022,29105,8102
2020,29107,2335
2021,29107,5812
2022,29107,7793
2020,29109,2725
2021,29109,5820
2022,29109,7786
2020,29111,819
2021,29111,2000
2022,29111,2745
2020,29113,4447
2021,29113,11380
2022,29113,15127
2020,29115,902
2021,29115,2033
2022,29115,2549
2020,29117,1344
2021,29117,2856
2022,29117,3751
2020,29119,2003
2021,29119,3978
2022,29119,5353
2020,29121,1086
2021,29121,2672
2022,29121,3634
2020,29123,1420
2021,29123,2657
2022,29123,3601
2020,29125,525
2021,29125,1178
2022,29125,1599
2020,29127,2997
2021,29127,6160
2022,29127,7961
2020,29129,241
2021,29129,536
2022,29129,697
2020,29131,2214
2021,29131,4554
2022,29131,6101
2020,29133,1251
2021,29133,2519
2022,29133,3457
2020,29135,1565
2021,29135,2979
2022,29135,3814
2020,29137,841
2021,29137,1648
2022,29137,2173
2020,29139,821
2021,29139,1797
2022,29139,2500
2020,29141,1521
2021,29141,3090
2022,29141,4025
2020,29143,1864
2021,29143,3541
2022,29143,5030
2020,29145,4098
2021,29145,8625
2022,29145,11730
2020,29147,2065
2021,29147,4139
2022,29147,5740
2020,29149,622
2021,29149,1562
2022,29149,2022
2020,29151,1324
2021,29151,2458
2022,29151,3212
2020,29153,431
2021,29153,1350
2022,29153,1710
2020,29155,1438
2021,29155,2201
2022,29155,3006
2020,29157,1967
2021,29157,3696
2022,29157,4989
2020,29159,4208
2021,29159,8485
2022,29159,12208
2020,29161,2931
2021,29161,7480
2022,29161,10185
2020,29163,1478
2021,29163,3196
2022,29163,4238
2020,29165,3000
2021,29165,7293
2022,29165,10378
2020,29167,2578
2021,29167,5869
2022,29167,8040
2020,29169,2924
2021,29169,5880
2022,29169,8818
2020,29171,330
2021,29171,776
2022,29171,995
2020,29173,862
2021,29173,1875
2022,29173,2455
2020,29175,2228
2021,29175,4298
2022,29175,6013
2020,29177,1340
2021,29177,3769
2022,29177,5147
2020,29179,322
2021,29179,851
2022,29179,1158
2020,29181,722
2021,29181,2160
2022,29181,2690
2020,29183,30767
2021,29183,66608
2022,29183,93814
2020,29185,565
2021,29185,1442
2022,29185,2102
2020,29186,1503
2021,29186,2763
2022,29186,3655
2020,29187,7468
2021,29187,13760
2022,29187,19070
2020,29189,66753
2021,29189,148455
2022,29189,215940
2020,29195,2230
2021,29195,4696
